+1.75271E+2	-3.22877E-4
+1.75269E+2	-2.65014E-4
+1.75270E+2	-1.85163E-4
+1.75266E+2	-1.73590E-4
+1.75266E+2	-2.56913E-4
+1.75264E+2	-1.43501E-4
+1.75270E+2	-3.27506E-4
+1.75266E+2	-3.93471E-4
+1.75266E+2	-2.29139E-4
+1.75270E+2	-3.61067E-4
+1.75265E+2	-3.21720E-4
+1.75270E+2	-2.47655E-4
+1.75269E+2	-4.62907E-4
+1.75272E+2	-3.76112E-4
+1.75269E+2	-3.56438E-4
+1.75266E+2	-3.03204E-4
+1.75267E+2	-4.52491E-4
+1.75207E+2	-4.16616E-4
+1.75202E+2	-3.48337E-4
+1.75147E+2	-4.35132E-4
+1.74721E+2	-3.65696E-4
+1.74718E+2	-3.66854E-4
+1.74660E+2	-4.01572E-4
+1.74004E+2	-2.32611E-4
+1.74001E+2	-3.28664E-4
+1.73997E+2	-4.16616E-4
+1.73549E+2	-3.17091E-4
+1.73396E+2	-4.79108E-4
+1.73398E+2	-5.11512E-4
+1.73189E+2	-4.36290E-4
+1.72764E+2	-5.08040E-4
+1.72685E+2	-1.97893E-4
+1.72683E+2	-2.68486E-4
+1.72448E+2	-4.16616E-4
+1.72075E+2	-2.18723E-4
+1.72073E+2	-4.10830E-4
+1.71834E+2	-4.30503E-4
+1.71199E+2	-4.46705E-4
+1.71192E+2	-3.29821E-4
+1.71004E+2	-3.89999E-4
+1.70444E+2	-5.23085E-4
+1.70400E+2	-3.61067E-4
+1.70268E+2	-5.45073E-4
+1.69765E+2	-4.43233E-4
+1.69734E+2	-2.68486E-4
+1.69491E+2	-2.38397E-4
+1.68989E+2	-5.01097E-4
+1.68984E+2	-3.47180E-4
+1.68670E+2	-3.58753E-4
+1.68233E+2	-3.73797E-4
+1.68224E+2	-5.08040E-4
+1.67734E+2	-4.99939E-4
+1.67735E+2	-3.80741E-4
+1.67689E+2	-5.53174E-4
+1.66935E+2	-5.28871E-4
