+3.31512E-1	+2.20325E-1	+3.06101E-1
+3.29636E-1	+2.17701E-1	+3.05100E-1
+3.14346E-1	+2.05530E-1	+2.88525E-1
+2.96143E-1	+1.96502E-1	+2.75780E-1
+2.84286E-1	+1.84288E-1	+2.58022E-1
+2.63397E-1	+1.71360E-1	+2.40732E-1
+2.36298E-1	+1.50691E-1	+2.11603E-1
+2.15042E-1	+1.36034E-1	+1.91318E-1
+1.87485E-1	+1.18380E-1	+1.66513E-1
+1.50925E-1	+9.27552E-2	+1.29943E-1
+1.22818E-1	+7.25879E-2	+1.01868E-1
+9.64508E-2	+5.29693E-2	+7.41719E-2
+6.35529E-2	+2.97546E-2	+4.10472E-2
+3.55682E-2	+1.09106E-2	+1.27298E-2
+5.13916E-2	+2.34677E-2	+3.19360E-2
+8.65479E-2	+4.55123E-2	+6.34691E-2
+1.14136E-1	+6.77898E-2	+9.47874E-2
+1.43188E-1	+8.81343E-2	+1.23548E-1
+1.77765E-1	+1.11611E-1	+1.56333E-1
+1.87180E-1	+1.18606E-1	+1.65846E-1
+2.15546E-1	+1.37950E-1	+1.93168E-1
+2.44141E-1	+1.53910E-1	+2.15596E-1
+2.55798E-1	+1.68576E-1	+2.36411E-1
+2.67273E-1	+1.75742E-1	+2.46558E-1
+3.06290E-1	+2.01264E-1	+2.82722E-1
+3.08929E-1	+2.05318E-1	+2.87863E-1
+3.11722E-1	+2.06246E-1	+2.89235E-1
+3.20831E-1	+2.13519E-1	+3.00682E-1
+3.41583E-1	+2.13806E-1	+3.01343E-1
+2.91229E-1	+1.93149E-1	+2.69948E-1
+2.90710E-1	+1.91140E-1	+2.66823E-1
+2.81860E-1	+1.84288E-1	+2.57901E-1
+2.71454E-1	+1.77488E-1	+2.49271E-1
+2.52899E-1	+1.64147E-1	+2.30855E-1
+2.32239E-1	+1.51197E-1	+2.12212E-1
+2.10327E-1	+1.35159E-1	+1.89672E-1
+1.82999E-1	+1.16169E-1	+1.62894E-1
+1.52435E-1	+9.43323E-2	+1.32252E-1
+2.06985E-1	+7.82865E-2	+1.09486E-1
+9.88464E-2	+5.67426E-2	+7.91322E-2
+7.53174E-2	+4.06703E-2	+5.62039E-2
+6.68030E-2	+3.35086E-2	+4.62281E-2
+7.36694E-2	+3.97002E-2	+5.49176E-2
+1.07849E-1	+6.20721E-2	+8.68607E-2
+1.32950E-1	+7.90514E-2	+1.10749E-1
+1.61835E-1	+1.00306E-1	+1.40584E-1
+3.57376E-1	+1.20945E-1	+1.67856E-1
+2.12402E-1	+1.35285E-1	+1.88482E-1
+2.35077E-1	+1.52990E-1	+2.11984E-1
+2.60193E-1	+1.70237E-1	+2.38027E-1
+2.81540E-1	+1.85598E-1	+2.59330E-1
+2.94266E-1	+1.94331E-1	+2.71847E-1
+3.08746E-1	+2.04177E-1	+2.85838E-1
+3.21518E-1	+2.12418E-1	+2.97259E-1
+3.26035E-1	+2.15799E-1	+3.02050E-1
