+1.76895E-1	+1.11320E-1	+1.56860E-1
+1.82327E-1	+1.16336E-1	+1.63197E-1
+1.82220E-1	+1.16293E-1	+1.63439E-1
+1.79626E-1	+1.14069E-1	+1.60205E-1
+1.80069E-1	+1.12963E-1	+1.58534E-1
+1.75186E-1	+1.10530E-1	+1.55258E-1
+1.73706E-1	+1.07173E-1	+1.50515E-1
+1.64368E-1	+9.93606E-2	+1.39478E-1
+1.65512E-1	+1.03965E-1	+1.45892E-1
+1.64169E-1	+1.01019E-1	+1.42000E-1
+1.54373E-1	+9.61987E-2	+1.34811E-1
+1.52374E-1	+9.31266E-2	+1.30825E-1
+1.45645E-1	+8.94065E-2	+1.25626E-1
+1.40182E-1	+8.39416E-2	+1.17904E-1
+1.33347E-1	+7.93964E-2	+1.11417E-1
+1.35284E-1	+7.49928E-2	+1.05260E-1
+1.18591E-1	+7.02764E-2	+9.85633E-2
+1.10764E-1	+6.48535E-2	+9.09105E-2
+1.05209E-1	+5.86484E-2	+8.21798E-2
+9.65729E-2	+5.32970E-2	+7.46149E-2
+8.87451E-2	+4.79912E-2	+6.70784E-2
+7.85370E-2	+4.12627E-2	+5.74745E-2
+7.58514E-2	+3.55489E-2	+4.93101E-2
+6.41327E-2	+2.98324E-2	+4.11450E-2
+5.38635E-2	+2.35382E-2	+3.20530E-2
+4.55322E-2	+1.82987E-2	+2.42784E-2
+4.05579E-2	+1.42583E-2	+1.80850E-2
+3.63770E-2	+1.24555E-2	+1.52213E-2
+3.98560E-2	+1.38997E-2	+1.74865E-2
+4.61731E-2	+1.77830E-2	+2.35485E-2
+4.93164E-2	+2.22516E-2	+3.01048E-2
+6.03638E-2	+2.82194E-2	+3.88040E-2
+6.76117E-2	+3.42916E-2	+4.75773E-2
+7.82471E-2	+4.01349E-2	+5.58604E-2
+8.53271E-2	+4.57541E-2	+6.38098E-2
+9.20105E-2	+5.21789E-2	+7.29272E-2
+9.28345E-2	+5.14586E-2	+7.18575E-2
+1.07025E-1	+6.24949E-2	+8.74523E-2
+1.18256E-1	+6.87021E-2	+9.62201E-2
+1.23306E-1	+7.33968E-2	+1.02830E-1
+1.28845E-1	+7.75583E-2	+1.08807E-1
+1.35300E-1	+8.28022E-2	+1.16144E-1
+1.43082E-1	+8.81679E-2	+1.23866E-1
+1.50787E-1	+9.30485E-2	+1.30670E-1
+1.52100E-1	+9.43373E-2	+1.32360E-1
+1.60004E-1	+9.77824E-2	+1.37442E-1
+1.62430E-1	+1.01719E-1	+1.42828E-1
+1.66763E-1	+1.04975E-1	+1.47310E-1
+1.73996E-1	+1.09530E-1	+1.53828E-1
+1.76361E-1	+1.11926E-1	+1.57193E-1
+1.78940E-1	+1.13526E-1	+1.59329E-1
+1.83411E-1	+1.14384E-1	+1.60598E-1
+1.81747E-1	+1.14920E-1	+1.61307E-1
+1.62277E-1	+1.01839E-1	+1.42677E-1
